title,link,category
"Jaundice in newborns, see Newborn jaundice",/conditions/jaundice-newborn/,conditions
"Jaw pain, see Temporomandibular disorder (TMD)",/conditions/temporomandibular-disorder-tmd/,conditions
Jellyfish and other sea creature stings,/conditions/jellyfish-and-other-sea-creature-stings/,conditions
Jet lag,/conditions/jet-lag/,conditions
Joint hypermobility syndrome,/conditions/joint-hypermobility-syndrome/,conditions
Kawasaki disease,/conditions/kawasaki-disease/,conditions
Keloid scars,/conditions/keloid-scars/,conditions
Keratosis pilaris,/conditions/keratosis-pilaris/,conditions
Kidney cancer,/conditions/kidney-cancer/,conditions
"Kidney failure, see Chronic kidney disease",/conditions/kidney-disease/,conditions
Kidney infection,/conditions/kidney-infection/,conditions
Kidney stones,/conditions/kidney-stones/,conditions
Klinefelter syndrome,/conditions/klinefelters-syndrome/,conditions
"Knee cartilage damage, see Meniscus tear (knee cartilage damage)",/conditions/meniscus-tear/,conditions
Knock knees,/conditions/knock-knees/,conditions
Knocked-out tooth,/conditions/knocked-out-tooth/,conditions
Kyphosis,/conditions/kyphosis/,conditions
Labial fusion,/conditions/labial-fusion/,conditions
Labyrinthitis and vestibular neuritis,/conditions/labyrinthitis/,conditions
Lactose intolerance,/conditions/lactose-intolerance/,conditions
Lambert-Eaton myasthenic syndrome,/conditions/lambert-eaton-myasthenic-syndrome/,conditions
Laryngeal (larynx) cancer,/conditions/laryngeal-cancer/,conditions
Laryngitis,/conditions/laryngitis/,conditions
Lazy eye,/conditions/lazy-eye/,conditions
Learning disabilities,/conditions/learning-disabilities/,conditions
Leg cramps,/conditions/leg-cramps/,conditions
"Leg ulcer, see Venous leg ulcer",/conditions/leg-ulcer/,conditions
Legionnaires' disease,/conditions/legionnaires-disease/,conditions
Leptospirosis (Weil's disease),/conditions/leptospirosis/,conditions
"Leukaemia (acute lymphoblastic), see Acute lymphoblastic leukaemia",/conditions/acute-lymphoblastic-leukaemia/,conditions
"Leukaemia (acute myeloid), see Acute myeloid leukaemia",/conditions/acute-myeloid-leukaemia/,conditions
"Leukaemia (chronic lymphocytic), see Chronic lymphocytic leukaemia",/conditions/chronic-lymphocytic-leukaemia/,conditions
Leukoplakia,/conditions/leukoplakia/,conditions
Lichen planus,/conditions/lichen-planus/,conditions
Lichen sclerosus,/conditions/lichen-sclerosus/,conditions
Lipoedema,/conditions/lipoedema/,conditions
Lipoma,/conditions/lipoma/,conditions
Listeriosis,/conditions/listeriosis/,conditions
Liver cancer,/conditions/liver-cancer/,conditions
Liver disease,/conditions/liver-disease/,conditions
"Liver disease (alcohol-related), see Alcohol-related liver disease",/conditions/alcohol-related-liver-disease-arld/,conditions
Long QT syndrome,/conditions/long-qt-syndrome/,conditions
Long-sightedness,/conditions/long-sightedness/,conditions
Low blood pressure (hypotension),/conditions/low-blood-pressure-hypotension/,conditions
Low blood sugar (hypoglycaemia),/conditions/low-blood-sugar-hypoglycaemia/,conditions
Low sperm count,/conditions/low-sperm-count/,conditions
Low white blood cell count,/conditions/low-white-blood-cell-count/,conditions
"Low-grade brain tumours, see Non-cancerous (benign) brain tumours",/conditions/non-cancerous-benign-brain-tumours/,conditions
Lung cancer,/conditions/lung-cancer/,conditions
Lupus,/conditions/lupus/,conditions
Lyme disease,/conditions/lyme-disease/,conditions
Lymphoedema,/conditions/lymphoedema/,conditions
"Macular degeneration (age-related), see Age-related macular degeneration (AMD)",/conditions/age-related-macular-degeneration-amd/,conditions
Macular hole,/conditions/macular-hole/,conditions
Malaria,/conditions/malaria/,conditions
"Male menopause, see The 'male menopause'",/conditions/male-menopause/,conditions
Malignant brain tumour (brain cancer),/conditions/malignant-brain-tumour/,conditions
Mallet finger,/conditions/mallet-finger/,conditions
Malnutrition,/conditions/malnutrition/,conditions
Maple syrup urine disease,/conditions/maple-syrup-urine-disease/,conditions
Marfan syndrome,/conditions/marfan-syndrome/,conditions
Mastitis,/conditions/mastitis/,conditions
Mastocytosis,/conditions/mastocytosis/,conditions
Mastoiditis,/conditions/mastoiditis/,conditions
MCADD,/conditions/mcadd/,conditions
Measles,/conditions/measles/,conditions
Medically unexplained symptoms,/conditions/medically-unexplained-symptoms/,conditions
Melanoma skin cancer,/conditions/melanoma-skin-cancer/,conditions
Meningitis,/conditions/meningitis/,conditions
Meniscus tear (knee cartilage damage),/conditions/meniscus-tear/,conditions
Menopause,/conditions/menopause/,conditions
"Menopause (early), see Early or premature menopause",/conditions/early-or-premature-menopause/,conditions
Mesothelioma,/conditions/mesothelioma/,conditions
Metabolic syndrome,/conditions/metabolic-syndrome/,conditions
Middle East respiratory syndrome (MERS),/conditions/middle-east-respiratory-syndrome-mers/,conditions
Migraine,/conditions/migraine/,conditions
Miscarriage,/conditions/miscarriage/,conditions
Molar pregnancy,/conditions/molar-pregnancy/,conditions
Moles,/conditions/moles/,conditions
Molluscum contagiosum,/conditions/molluscum-contagiosum/,conditions
Morton's neuroma,/conditions/mortons-neuroma/,conditions
Motion sickness,/conditions/motion-sickness/,conditions
Motor neurone disease (MND),/conditions/motor-neurone-disease/,conditions
Mouth cancer,/conditions/mouth-cancer/,conditions
"Mouth thrush, see Oral thrush (mouth thrush)",/conditions/oral-thrush-mouth-thrush/,conditions
Mouth ulcers,/conditions/mouth-ulcers/,conditions
Mpox,/conditions/mpox/,conditions
MRSA,/conditions/mrsa/,conditions
Mucositis,/conditions/mucositis/,conditions
Multiple myeloma,/conditions/multiple-myeloma/,conditions
Multiple sclerosis,/conditions/multiple-sclerosis/,conditions
Multiple system atrophy (MSA),/conditions/multiple-system-atrophy/,conditions
Mumps,/conditions/mumps/,conditions
Munchausen syndrome,/mental-health/conditions/munchausen-syndrome/,conditions
Muscular dystrophy,/conditions/muscular-dystrophy/,conditions
Myalgic encephalomyelitis or chronic fatigue syndrome (ME/CFS),/conditions/chronic-fatigue-syndrome-cfs/,conditions
Myasthenia gravis,/conditions/myasthenia-gravis/,conditions
Myelodysplastic syndrome (MDS),/conditions/myelodysplastic-syndrome-mds/,conditions
"Myeloma, see Multiple myeloma",/conditions/multiple-myeloma/,conditions
"Myopia, see Short-sightedness (myopia)",/conditions/short-sightedness/,conditions
Myositis,/conditions/myositis/,conditions
Ménière's disease,/conditions/menieres-disease/,conditions
"Nail fungal infection, see Fungal nail infection",/conditions/fungal-nail-infection/,conditions
Nail patella syndrome,/conditions/nail-patella-syndrome/,conditions
Nappy rash,/baby/caring-for-a-newborn/nappy-rash/,conditions
Narcolepsy,/conditions/narcolepsy/,conditions
Nasal and sinus cancer,/conditions/nasal-and-sinus-cancer/,conditions
Nasal polyps,/conditions/nasal-polyps/,conditions
Nasopharyngeal cancer,/conditions/nasopharyngeal-cancer/,conditions
Necrotising fasciitis,/conditions/necrotising-fasciitis/,conditions
Neonatal herpes (herpes in a baby),/conditions/neonatal-herpes/,conditions
Nephrotic syndrome in children,/conditions/nephrotic-syndrome/,conditions
Neurofibromatosis type 1 (NF1),/conditions/neurofibromatosis-type-1/,conditions
Neurofibromatosis type 2 (NF2),/conditions/neurofibromatosis-type-2/,conditions
Neuromyelitis optica (NMO),/conditions/neuromyelitis-optica/,conditions
Newborn jaundice,/conditions/jaundice-newborn/,conditions
Newborn respiratory distress syndrome,/conditions/neonatal-respiratory-distress-syndrome/,conditions
Night terrors and nightmares,/conditions/night-terrors/,conditions
Noise sensitivity (hyperacusis),/conditions/hyperacusis/,conditions
Non-alcoholic fatty liver disease (NAFLD),/conditions/non-alcoholic-fatty-liver-disease/,conditions
Non-allergic rhinitis,/conditions/non-allergic-rhinitis/,conditions
Non-cancerous (benign) brain tumours,/conditions/non-cancerous-benign-brain-tumours/,conditions
"Non-gonococcal urethritis, see Urethritis",/conditions/urethritis/,conditions
Non-Hodgkin lymphoma,/conditions/non-hodgkin-lymphoma/,conditions
Non-melanoma skin cancer,/conditions/non-melanoma-skin-cancer/,conditions
Noonan syndrome,/conditions/noonan-syndrome/,conditions
Norovirus (vomiting bug),/conditions/norovirus/,conditions
"Nose cancer, see Nasal and sinus cancer",/conditions/nasal-and-sinus-cancer/,conditions
Nosebleed,/conditions/nosebleed/,conditions
Obesity,/conditions/obesity/,conditions
Obsessive compulsive disorder (OCD),/mental-health/conditions/obsessive-compulsive-disorder-ocd/,conditions
"Obstructive sleep apnoea, see Sleep apnoea",/conditions/sleep-apnoea/,conditions
Oesophageal atresia and tracheo-oesophageal fistula,/conditions/oesophageal-atresia/,conditions
Oesophageal cancer,/conditions/oesophageal-cancer/,conditions
Oral thrush (mouth thrush),/conditions/oral-thrush-mouth-thrush/,conditions
Orf,/conditions/orf/,conditions
Osteoarthritis,/conditions/osteoarthritis/,conditions
"Osteomalacia, see Rickets and osteomalacia",/conditions/rickets-and-osteomalacia/,conditions
Osteomyelitis,/conditions/osteomyelitis/,conditions
Osteophyte (bone spur),/conditions/osteophyte/,conditions
Osteoporosis,/conditions/osteoporosis/,conditions
Otosclerosis,/conditions/otosclerosis/,conditions
Ovarian cancer,/conditions/ovarian-cancer/,conditions
Ovarian cyst,/conditions/ovarian-cyst/,conditions
Overactive thyroid (hyperthyroidism),/conditions/overactive-thyroid-hyperthyroidism/,conditions
Paget's disease of bone,/conditions/pagets-disease-bone/,conditions
Paget's disease of the nipple,/conditions/pagets-disease-nipple/,conditions
"Painful bladder syndrome, see Bladder pain syndrome (interstitial cystitis)",/conditions/interstitial-cystitis/,conditions
Pancreatic cancer,/conditions/pancreatic-cancer/,conditions
"Pancreatitis (acute), see Acute pancreatitis",/conditions/acute-pancreatitis/,conditions
"Pancreatitis (chronic), see Chronic pancreatitis",/conditions/chronic-pancreatitis/,conditions
Panic disorder,/mental-health/conditions/panic-disorder/,conditions
Parkinson's disease,/conditions/parkinsons-disease/,conditions
Patau's syndrome,/conditions/pataus-syndrome/,conditions
Pelvic inflammatory disease,/conditions/pelvic-inflammatory-disease-pid/,conditions
Pelvic organ prolapse,/conditions/pelvic-organ-prolapse/,conditions
Pemphigus vulgaris,/conditions/pemphigus-vulgaris/,conditions
Penile cancer,/conditions/penile-cancer/,conditions
Perforated eardrum,/conditions/perforated-eardrum/,conditions
Pericarditis,/conditions/pericarditis/,conditions
"Perimenopause, see Menopause",/conditions/menopause/,conditions
Periods,/conditions/periods/,conditions
"Periods (heavy), see Heavy periods",/conditions/heavy-periods/,conditions
Peripheral arterial disease (PAD),/conditions/peripheral-arterial-disease-pad/,conditions
Peripheral neuropathy,/conditions/peripheral-neuropathy/,conditions
Peritonitis,/conditions/peritonitis/,conditions
Personality disorders,/mental-health/conditions/personality-disorder/,conditions
Peyronie's disease,/conditions/peyronies-disease/,conditions
Phaeochromocytoma,/conditions/phaeochromocytoma/,conditions
Phenylketonuria,/conditions/phenylketonuria/,conditions
"Phimosis, see Tight foreskin (phimosis)",/conditions/phimosis/,conditions
Phlebitis (superficial thrombophlebitis),/conditions/phlebitis/,conditions
Phobias,/mental-health/conditions/phobias/,conditions
Piles (haemorrhoids),/conditions/piles-haemorrhoids/,conditions
Pilonidal sinus,/conditions/pilonidal-sinus/,conditions
PIP breast implants,/conditions/pip-implants/,conditions
Pityriasis rosea,/conditions/pityriasis-rosea/,conditions
Pityriasis versicolor,/conditions/pityriasis-versicolor/,conditions
Plagiocephaly and brachycephaly (flat head syndrome),/conditions/plagiocephaly-brachycephaly/,conditions
Plantar fasciitis,/conditions/plantar-fasciitis/,conditions
Pleurisy,/conditions/pleurisy/,conditions
PMS (premenstrual syndrome),/conditions/pre-menstrual-syndrome/,conditions
Pneumonia,/conditions/pneumonia/,conditions
Poisoning,/conditions/poisoning/,conditions
Polio,/conditions/polio/,conditions
"Polycystic kidney disease (autosomal dominant), see Autosomal dominant polycystic kidney disease",/conditions/autosomal-dominant-polycystic-kidney-disease-adpkd/,conditions
"Polycystic kidney disease (autosomal recessive), see Autosomal recessive polycystic kidney disease",/conditions/autosomal-recessive-polycystic-kidney-disease-arpkd/,conditions
Polycystic ovary syndrome,/conditions/polycystic-ovary-syndrome-pcos/,conditions
Polyhydramnios (too much amniotic fluid),/conditions/polyhydramnios/,conditions
Polymorphic light eruption,/conditions/polymorphic-light-eruption/,conditions
Polymyalgia rheumatica,/conditions/polymyalgia-rheumatica/,conditions
Pompholyx (dyshidrotic eczema),/conditions/pompholyx/,conditions
"Popliteal cyst, see Baker's cyst",/conditions/bakers-cyst/,conditions
Post-herpetic neuralgia,/conditions/post-herpetic-neuralgia/,conditions
Post-polio syndrome,/conditions/post-polio-syndrome/,conditions
Post-traumatic stress disorder (PTSD),/mental-health/conditions/post-traumatic-stress-disorder-ptsd/,conditions
Postnatal depression,/mental-health/conditions/post-natal-depression/,conditions
Postpartum psychosis,/mental-health/conditions/post-partum-psychosis/,conditions
Postural tachycardia syndrome (PoTS),/conditions/postural-tachycardia-syndrome/,conditions
Prader-Willi syndrome,/conditions/prader-willi-syndrome/,conditions
Pre-eclampsia,/conditions/pre-eclampsia/,conditions
Pregnancy,/pregnancy/,conditions
"Premature ejaculation, see Ejaculation problems",/conditions/ejaculation-problems/,conditions
Pressure ulcers (pressure sores),/conditions/pressure-sores/,conditions
"Prickly heat, see Heat rash (prickly heat)",/conditions/heat-rash-prickly-heat/,conditions
Primary biliary cholangitis (primary biliary cirrhosis),/conditions/primary-biliary-cholangitis-pbc/,conditions
Problems swallowing pills,/conditions/problems-swallowing-pills/,conditions
Progressive supranuclear palsy,/conditions/progressive-supranuclear-palsy-psp/,conditions
"Prolapse (pelvic organ), see Pelvic organ prolapse",/conditions/pelvic-organ-prolapse/,conditions
Prosopagnosia (face blindness),/conditions/face-blindness/,conditions
Prostate cancer,/conditions/prostate-cancer/,conditions
"Prostate enlargement, see Enlarged prostate",/conditions/enlarged-prostate/,conditions
Prostatitis,/conditions/prostatitis/,conditions
Psoriasis,/conditions/psoriasis/,conditions
Psoriatic arthritis,/conditions/psoriatic-arthritis/,conditions
Psychosis,/mental-health/conditions/psychosis/,conditions
Psychotic depression,/mental-health/conditions/psychotic-depression/,conditions
"Puberty (early or delayed), see Early or delayed puberty",/conditions/early-or-delayed-puberty/,conditions
Pubic lice,/conditions/pubic-lice/,conditions
Pudendal neuralgia,/conditions/pudendal-neuralgia/,conditions
Pulmonary embolism,/conditions/pulmonary-embolism/,conditions
"Pulmonary fibrosis, see Idiopathic pulmonary fibrosis",/conditions/idiopathic-pulmonary-fibrosis/,conditions
Pulmonary hypertension,/conditions/pulmonary-hypertension/,conditions
Pyoderma gangrenosum,/conditions/pyoderma-gangrenosum/,conditions
Q fever,/conditions/q-fever/,conditions
"Quinsy, see Tonsillitis",/conditions/tonsillitis/,conditions
Rabies,/conditions/rabies/,conditions
Raynaud's,/conditions/raynauds/,conditions
Reactive arthritis,/conditions/reactive-arthritis/,conditions
"Rectal cancer, see Bowel cancer",/conditions/bowel-cancer/,conditions
Reflux in babies,/conditions/reflux-in-babies/,conditions
"Renal cancer, see Kidney cancer",/conditions/kidney-cancer/,conditions
Repetitive strain injury (RSI),/conditions/repetitive-strain-injury-rsi/,conditions
Respiratory syncytial virus (RSV),/conditions/respiratory-syncytial-virus-rsv/,conditions
Respiratory tract infections (RTIs),/conditions/respiratory-tract-infection/,conditions
Restless legs syndrome,/conditions/restless-legs-syndrome/,conditions
Restricted growth (dwarfism),/conditions/restricted-growth/,conditions
"Retinal detachment, see Detached retina (retinal detachment)",/conditions/detached-retina-retinal-detachment/,conditions
Retinal migraine,/conditions/retinal-migraine/,conditions
Retinoblastoma,/conditions/retinoblastoma/,conditions
Rett syndrome,/conditions/rett-syndrome/,conditions
Reye's syndrome,/conditions/reyes-syndrome/,conditions
Rhesus disease,/conditions/rhesus-disease/,conditions
Rheumatic fever,/conditions/rheumatic-fever/,conditions
Rheumatoid arthritis,/conditions/rheumatoid-arthritis/,conditions
"Rhinitis (allergic), see Allergic rhinitis",/conditions/allergic-rhinitis/,conditions
Rickets and osteomalacia,/conditions/rickets-and-osteomalacia/,conditions
Ringworm,/conditions/ringworm/,conditions
Rosacea,/conditions/rosacea/,conditions
Roseola,/conditions/roseola/,conditions
"Roundworm, see Worms in humans",/conditions/worms-in-humans/,conditions
"RSV, see Respiratory syncytial virus (RSV)",/conditions/respiratory-syncytial-virus-rsv/,conditions
Rubella (german measles),/conditions/rubella/,conditions
Salivary gland stones,/conditions/salivary-gland-stones/,conditions
Sarcoidosis,/conditions/sarcoidosis/,conditions
Scabies,/conditions/scabies/,conditions
Scarlet fever,/conditions/scarlet-fever/,conditions
Scars,/conditions/scars/,conditions
Schistosomiasis (bilharzia),/conditions/schistosomiasis/,conditions
Schizophrenia,/mental-health/conditions/schizophrenia/,conditions
Sciatica,/conditions/sciatica/,conditions
Scleroderma,/conditions/scleroderma/,conditions
Scoliosis,/conditions/scoliosis/,conditions
Scurvy,/conditions/scurvy/,conditions
Seasonal affective disorder (SAD),/mental-health/conditions/seasonal-affective-disorder-sad/,conditions
"Seizures (children with fever), see Febrile seizures",/conditions/febrile-seizures/,conditions
Selective mutism,/mental-health/conditions/selective-mutism/,conditions
Self-harm,/mental-health/feelings-symptoms-behaviours/behaviours/self-harm/,conditions
Sepsis,/conditions/sepsis/,conditions
Septic arthritis,/conditions/septic-arthritis/,conditions
"Septicaemia, see Sepsis",/conditions/sepsis/,conditions
Sexually transmitted infections (STIs),/conditions/sexually-transmitted-infections-stis/,conditions
"Shin pain (shin splints), see Shin splints",/conditions/shin-splints/,conditions
Shin splints,/conditions/shin-splints/,conditions
Shingles,/conditions/shingles/,conditions
Short-sightedness (myopia),/conditions/short-sightedness/,conditions
Shoulder impingement,/conditions/shoulder-impingement-syndrome/,conditions
Sick building syndrome,/conditions/sick-building-syndrome/,conditions
Sickle cell disease,/conditions/sickle-cell-disease/,conditions
Silicosis,/conditions/silicosis/,conditions
"Sinus cancer, see Nasal and sinus cancer",/conditions/nasal-and-sinus-cancer/,conditions
Sinusitis (sinus infection),/conditions/sinusitis-sinus-infection/,conditions
"Sinusitis, see Sinusitis (sinus infection)",/conditions/sinusitis-sinus-infection/,conditions
Sjögren's syndrome,/conditions/sjogrens-syndrome/,conditions
Skin abscess,/conditions/skin-abscess/,conditions
"Skin cancer (melanoma), see Melanoma skin cancer",/conditions/melanoma-skin-cancer/,conditions
Skin cyst,/conditions/skin-cyst/,conditions
Skin picking disorder,/mental-health/conditions/skin-picking-disorder/,conditions
Skin tags,/conditions/skin-tags/,conditions
Slapped cheek syndrome,/conditions/slapped-cheek-syndrome/,conditions
Sleep apnoea,/conditions/sleep-apnoea/,conditions
Sleep paralysis,/conditions/sleep-paralysis/,conditions
Sleepwalking,/conditions/sleepwalking/,conditions
Slipped disc,/conditions/slipped-disc/,conditions
Snake bites,/conditions/snake-bites/,conditions
Social anxiety (social phobia),/mental-health/conditions/social-anxiety/,conditions
Soft tissue sarcoma,/conditions/soft-tissue-sarcoma/,conditions
"Solar keratoses, see Actinic keratoses (solar keratoses)",/conditions/actinic-keratoses/,conditions
"Sperm count (low), see Low sperm count",/conditions/low-sperm-count/,conditions
Spina bifida,/conditions/spina-bifida/,conditions
Spinal muscular atrophy (SMA),/conditions/spinal-muscular-atrophy-sma/,conditions
Spondylolisthesis,/conditions/spondylolisthesis/,conditions
Sprains and strains,/conditions/sprains-and-strains/,conditions
Squint,/conditions/squint/,conditions
Stammering,/conditions/stammering/,conditions
Staph infection,/conditions/staphylococcal-infections/,conditions
"Steroid misuse, see Anabolic steroid misuse",/conditions/anabolic-steroid-misuse/,conditions
Stevens-Johnson syndrome,/conditions/stevens-johnson-syndrome/,conditions
Stillbirth,/conditions/stillbirth/,conditions
"Sting or bite (insect), see Insect bites and stings",/conditions/insect-bites-and-stings/,conditions
Stomach cancer,/conditions/stomach-cancer/,conditions
Stomach ulcer,/conditions/stomach-ulcer/,conditions
Strep A,/conditions/strep-a/,conditions
Stretch marks,/conditions/stretch-marks/,conditions
Stroke,/conditions/stroke/,conditions
"Stuttering, see Stammering",/conditions/stammering/,conditions
Stye,/conditions/stye/,conditions
Subarachnoid haemorrhage,/conditions/subarachnoid-haemorrhage/,conditions
Subdural haematoma,/conditions/subdural-haematoma/,conditions
Sudden infant death syndrome (SIDS),/conditions/sudden-infant-death-syndrome-sids/,conditions
Sunburn,/conditions/sunburn/,conditions
"Superficial thrombophlebitis, see Phlebitis (superficial thrombophlebitis)",/conditions/phlebitis/,conditions
Supraventricular tachycardia (SVT),/conditions/supraventricular-tachycardia-svt/,conditions
"Swallowing pills, see Problems swallowing pills",/conditions/problems-swallowing-pills/,conditions
"Sweat rash, see Heat rash (prickly heat)",/conditions/heat-rash-prickly-heat/,conditions
"Sweating (excessive), see Excessive sweating (hyperhidrosis)",/conditions/excessive-sweating-hyperhidrosis/,conditions
"Sweating (excessive), see Heat rash (prickly heat)",/conditions/heat-rash-prickly-heat/,conditions
"Swollen ankles, feet and legs (oedema)",/conditions/oedema/,conditions
Swollen arms and hands (oedema),/conditions/swollen-arms-and-hands-oedema/,conditions
Syphilis,/conditions/syphilis/,conditions
Tailbone (coccyx) pain,/conditions/tailbone-coccyx-pain/,conditions
"Tapeworm, see Worms in humans",/conditions/worms-in-humans/,conditions
Tay-Sachs disease,/conditions/tay-sachs-disease/,conditions
"TB, see Tuberculosis (TB)",/conditions/tuberculosis-tb/,conditions
Temporal arteritis,/conditions/temporal-arteritis/,conditions
Temporomandibular disorder (TMD),/conditions/temporomandibular-disorder-tmd/,conditions
Tendonitis,/conditions/tendonitis/,conditions
Tennis elbow,/conditions/tennis-elbow/,conditions
Tension headaches,/conditions/tension-headaches/,conditions
Testicular cancer,/conditions/testicular-cancer/,conditions
Tetanus,/conditions/tetanus/,conditions
Thalassaemia,/conditions/thalassaemia/,conditions
The 'male menopause',/conditions/male-menopause/,conditions
Thoracic outlet syndrome,/conditions/thoracic-outlet-syndrome/,conditions
Threadworms,/conditions/threadworms/,conditions
Thrombophilia,/conditions/thrombophilia/,conditions
Thrush in men and women,/conditions/thrush-in-men-and-women/,conditions
Thyroid cancer,/conditions/thyroid-cancer/,conditions
"TIA, see Transient ischaemic attack (TIA)",/conditions/transient-ischaemic-attack-tia/,conditions
Tick-borne encephalitis (TBE),/conditions/tick-borne-encephalitis/,conditions
Tics,/conditions/tics/,conditions
Tight foreskin (phimosis),/conditions/phimosis/,conditions
Tinnitus,/conditions/tinnitus/,conditions
Toe pain,/conditions/foot-pain/toe-pain/,conditions
Tongue-tie,/conditions/tongue-tie/,conditions
Tonsillitis,/conditions/tonsillitis/,conditions
"Tooth (chipped or broken), see Chipped, broken or cracked tooth",/conditions/chipped-broken-or-cracked-tooth/,conditions
Tooth decay,/conditions/tooth-decay/,conditions
"Tooth knocked out, see Knocked-out tooth",/conditions/knocked-out-tooth/,conditions
Tourette's syndrome,/conditions/tourettes-syndrome/,conditions
Toxic shock syndrome,/conditions/toxic-shock-syndrome/,conditions
Toxocariasis,/conditions/toxocariasis/,conditions
Toxoplasmosis,/conditions/toxoplasmosis/,conditions
Transient ischaemic attack (TIA),/conditions/transient-ischaemic-attack-tia/,conditions
Trichomoniasis,/conditions/trichomoniasis/,conditions
Trichotillomania (hair pulling disorder),/mental-health/conditions/trichotillomania/,conditions
Trigeminal neuralgia,/conditions/trigeminal-neuralgia/,conditions
Trigger finger,/conditions/trigger-finger/,conditions
Tuberculosis (TB),/conditions/tuberculosis-tb/,conditions
Tuberous sclerosis,/conditions/tuberous-sclerosis/,conditions
Turner syndrome,/conditions/turner-syndrome/,conditions
Type 1 diabetes,/conditions/type-1-diabetes/,conditions
Type 2 diabetes,/conditions/type-2-diabetes/,conditions
Typhoid fever,/conditions/typhoid-fever/,conditions
Typhus,/conditions/typhus/,conditions
Ulcerative colitis,/conditions/ulcerative-colitis/,conditions
Underactive thyroid (hypothyroidism),/conditions/underactive-thyroid-hypothyroidism/,conditions
Undescended testicles,/conditions/undescended-testicles/,conditions
Urethritis,/conditions/urethritis/,conditions
Urinary incontinence,/conditions/urinary-incontinence/,conditions
Urinary tract infections (UTIs),/conditions/urinary-tract-infections-utis/,conditions
"Uterine (womb) cancer, see Womb (uterus) cancer",/conditions/womb-cancer/,conditions
Uveitis,/conditions/uveitis/,conditions
Vaginal cancer,/conditions/vaginal-cancer/,conditions
"Vaginal pain, see Vulvodynia (vulval pain)",/conditions/vulvodynia/,conditions
Vaginismus,/conditions/vaginismus/,conditions
Vaginitis,/conditions/vaginitis/,conditions
Varicose eczema,/conditions/varicose-eczema/,conditions
Varicose veins,/conditions/varicose-veins/,conditions
Vascular dementia,/conditions/vascular-dementia/,conditions
Vasculitis,/conditions/vasculitis/,conditions
Venous leg ulcer,/conditions/leg-ulcer/,conditions
Vertigo,/conditions/vertigo/,conditions
"Vestibular neuritis, see Labyrinthitis and vestibular neuritis",/conditions/labyrinthitis/,conditions
"Vestibular schwannoma, see Acoustic neuroma (vestibular schwannoma)",/conditions/acoustic-neuroma/,conditions
Vitamin B12 or folate deficiency anaemia,/conditions/vitamin-b12-or-folate-deficiency-anaemia/,conditions
Vitiligo,/conditions/vitiligo/,conditions
"Vomiting bug, see Norovirus (vomiting bug)",/conditions/norovirus/,conditions
Von Willebrand disease,/conditions/von-willebrand-disease/,conditions
Vulval cancer,/conditions/vulval-cancer/,conditions
Vulvodynia (vulval pain),/conditions/vulvodynia/,conditions
Warts and verrucas,/conditions/warts-and-verrucas/,conditions
"Weil's disease, see Leptospirosis (Weil's disease)",/conditions/leptospirosis/,conditions
Whiplash,/conditions/whiplash/,conditions
"White blood cell count (low), see Low white blood cell count",/conditions/low-white-blood-cell-count/,conditions
"Whitlow finger, see Herpetic whitlow (whitlow finger)",/conditions/herpetic-whitlow/,conditions
Whooping cough,/conditions/whooping-cough/,conditions
"Winter vomiting bug, see Norovirus (vomiting bug)",/conditions/norovirus/,conditions
Wolff-Parkinson-White syndrome,/conditions/wolff-parkinson-white-syndrome/,conditions
Womb (uterus) cancer,/conditions/womb-cancer/,conditions
Women's health,/womens-health/,conditions
Worms in humans,/conditions/worms-in-humans/,conditions
Yellow fever,/conditions/yellow-fever/,conditions
Zika virus,/conditions/zika/,conditions
"Acid reflux in babies, see Reflux in babies",/conditions/reflux-in-babies/,symptoms
"Amnesia, see Memory loss (amnesia)",/conditions/memory-loss-amnesia/,symptoms
Anal pain,/conditions/anal-pain/,symptoms
Anger,/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/anger/,symptoms
Ankle pain,/conditions/foot-pain/ankle-pain/,symptoms
"Anosmia, see Lost or changed sense of smell",/conditions/lost-or-changed-sense-smell/,symptoms
"Anus (itchy), see Itchy bottom",/conditions/itchy-anus/,symptoms
"Anxiety, fear and panic",/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/anxiety-fear-panic/,symptoms
Back pain,/conditions/back-pain/,symptoms
Bad breath,/conditions/bad-breath/,symptoms
Bedwetting in children,/conditions/bedwetting/,symptoms
"Being sick, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
"Bleeding after the menopause, see Postmenopausal bleeding",/conditions/post-menopausal-bleeding/,symptoms
"Bleeding between periods or after sex, see Vaginal bleeding between periods or after sex",/conditions/vaginal-bleeding-between-periods-or-after-sex/,symptoms
Bleeding from the bottom (rectal bleeding),/conditions/bleeding-from-the-bottom-rectal-bleeding/,symptoms
Bloating,/conditions/bloating/,symptoms
Blood in semen,/conditions/blood-in-semen/,symptoms
Blood in urine,/conditions/blood-in-urine/,symptoms
Blue or grey skin or lips (cyanosis),/conditions/blue-skin-or-lips-cyanosis/,symptoms
Blushing,/conditions/blushing/,symptoms
Body odour (BO),/conditions/body-odour-bo/,symptoms
Bowel incontinence,/conditions/bowel-incontinence/,symptoms
Breast lumps,/conditions/breast-lump/,symptoms
Breast pain,/conditions/breast-pain/,symptoms
